	Kingdom	Phylum	Class	Order	Family	Genus	Species
id712	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		Pasteurellaceae_sp
id1881017	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_7SR1
id2748080	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_ABC1
id2774873	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_ADPe
id287	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_aeruginosa
id47877	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_amygdali
id1294143	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_ATCC_13867
id2971912	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_CBS
id587753	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_chlororaphis
id53408	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_citronellolis
id359110	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_extremaustralis
id294	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens
id46680	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_nitroreducens
id301	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oleovorans
id380021	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_protegens
id286	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp
id2901164	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas_sp
id135621	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		Pseudomonadaceae_sp
id38293	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium_damselae
id300876	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_europaeus
id670	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_parahaemolyticus
id104609	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_penaeicida
id2819101	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_SCSIO_43136
id662	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_sp
id641	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae		Vibrionaceae_sp
id2911539	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter_353
id2571115	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas_X-1
id40324	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_maltophilia
id56448	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_arboricola
id346	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_citri
id456327	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_euvesicatoria
id56454	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_hortorum
id2053930	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_prunicola
id56458	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_sacchari
id338	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_sp
id135614	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales			Xanthomonadales_sp
id1236	Bacteria	Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria_sp
id1224	Bacteria	Pseudomonadota					Pseudomonadota_sp
id69710	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_vincentii
id239935	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila
id239934	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_sp
id2	Bacteria						Bacteria_sp
id0	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified_sp
id2846260	Viruses	Uroviricota	Caudoviricetes			Biseptimavirus	Biseptimavirus_IME136101
id2846286	Viruses	Uroviricota	Caudoviricetes			Coventryvirus	Coventryvirus_SP120
id2846288	Viruses	Uroviricota	Caudoviricetes			Coventryvirus	Coventryvirus_SP276
id326036	Viruses	Uroviricota	Caudoviricetes			Dubowvirus	Dubowvirus_ETA2
id1347760	Viruses	Uroviricota	Caudoviricetes			Dubowvirus	Staphylococcus_phage_SA12
id2846269	Viruses	Uroviricota	Caudoviricetes			Peeveelvirus	Peeveelvirus_PV83
id2846271	Viruses	Uroviricota	Caudoviricetes			Peeveelvirus	Peeveelvirus_PVL
id55511	Viruses	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus_pv187
id2846250	Viruses	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus_pv3MRA
id320844	Viruses	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus_pv71
id320849	Viruses	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus_pv92
id1623298	Viruses	Uroviricota	Caudoviricetes			Phietavirus	Phietavirus_sp
id1464127	Viruses	Uroviricota	Caudoviricetes			Phietavirus	Staphylococcus_phage_DW2
id1197952	Viruses	Uroviricota	Caudoviricetes			Rockefellervirus	Rockefellervirus_IPLA5
id2846300	Viruses	Uroviricota	Caudoviricetes			Triavirus	Triavirus_fPfSau02
id130478	Viruses	Uroviricota	Caudoviricetes			Triavirus	Triavirus_SLT
id2846380	Viruses	Uroviricota	Caudoviricetes			Triavirus	Triavirus_st78
id2846293	Viruses	Uroviricota	Caudoviricetes			Triavirus	Triavirus_StauST3982
id43685	Viruses	Uroviricota	Caudoviricetes				Lactococcus_phage_r1t
id1701850	Viruses	Uroviricota	Caudoviricetes				Streptococcus_phage_A25
id403905	Viruses	Uroviricota	Caudoviricetes				Streptococcus_phage_P9
